SAMPLE_ID	TAP1	B2M	IRF1	STAT1	CXCL9	CXCL10	PSMB9	NLRC5	HLA-A	HLA-B
TCGA-BA-4074-01	-0.7591	3.4413	-0.8672	-0.9534	-0.6177	-0.3616	0.7314	-1.3583	0.0	0.0
TCGA-T3-A92N-01	0.2285	-0.3753	1.0344	0.3345	-0.0864	-0.3434	0.6784	0.5838	0.0	0.0
TCGA-T3-A92M-01	0.1263	-0.3523	-0.1033	0.3306	-0.2561	-0.1823	0.5018	0.6973	0.0	0.0
TCGA-QK-AA3K-01	-0.7047	0.0996	-1.0318	-0.7347	-0.5124	-0.3944	-0.3502	-1.0208	0.0	0.0
TCGA-QK-AA3J-01	-0.6085	0.0842	0.0362	-0.8254	-0.5906	-0.5147	-0.5181	-0.0728	0.0	0.0
TCGA-QK-A8ZB-01	-0.8344	-0.3855	-0.9366	-0.7315	-0.5454	-0.498	-0.7965	-0.9769	0.0	0.0
TCGA-QK-A8ZA-01	-0.6491	-1.3223	-0.8643	-0.6419	-0.6212	-0.516	-0.4548	-0.9423	0.0	0.0
TCGA-QK-A8Z9-01	-0.057	0.1953	-0.7969	0.3843	-0.1965	-0.4263	-0.0836	2.2658	0.0	0.0
TCGA-QK-A8Z8-01	-0.3143	-0.117	-0.7649	-0.4278	-0.6275	-0.5205	-0.3992	0.3723	0.0	0.0
TCGA-QK-A8Z7-01	-0.7157	-1.3643	-1.2913	-1.1647	-0.5571	-0.5288	-0.7515	-0.7694	0.0	0.0
TCGA-BA-A8YP-01	-1.159	-1.2357	-1.2583	-0.7669	-0.5935	-0.5184	-0.947	-1.2662	0.0	0.0
TCGA-4P-AA8J-01	-0.3503	0.1519	0.0292	-0.5868	-0.4932	-0.4253	0.5671	-0.5613	0.0	0.0
TCGA-WA-A7H4-01	-0.8515	-0.5319	-1.0132	-1.0444	-0.6039	-0.5131	-0.5543	-0.8804	0.0	0.0
TCGA-WA-A7GZ-01	-0.215	-0.3244	-1.2489	-0.7669	-0.6116	-0.466	-0.6561	-0.8948	0.0	0.0
TCGA-UP-A6WW-01	-0.4978	0.1552	0.2514	-0.8356	-0.4047	-0.4148	0.5443	-1.0141	0.0	0.0
TCGA-UF-A7JV-01	-0.2114	0.1411	-0.5704	-0.231	-0.5033	-0.0896	0.0632	-0.9167	0.0	0.0
TCGA-UF-A7JT-01	2.4886	2.6366	1.9609	1.5209	0.7279	4.2548	2.4155	2.2167	0.0	0.0
TCGA-UF-A7JS-01	0.117	-0.5099	0.2076	-0.8298	-0.607	-0.3939	3.6905	0.3234	0.0	0.0
TCGA-UF-A7JO-01	2.5954	0.6514	1.2548	2.1412	1.9713	0.9035	2.3813	1.7358	0.0	0.0
TCGA-UF-A7JK-01	-0.8593	0.3026	-1.2573	-1.0174	-0.6276	-0.5313	-0.8541	-0.633	0.0	0.0
TCGA-UF-A7JJ-01	0.7417	2.4267	-0.5216	1.5498	-0.3322	-0.4238	0.4096	2.9166	0.0	0.0
TCGA-UF-A7JH-01	-0.1667	0.8152	-0.4469	-0.275	-0.2056	-0.2663	0.2353	1.2624	0.0	0.0
TCGA-UF-A7JF-01	-0.9138	-0.798	-0.22	-1.2193	-0.6164	-0.519	-0.4769	-1.3641	0.0	0.0
TCGA-UF-A7JD-01	-1.0789	-1.2335	-1.0109	-1.029	-0.6093	-0.5182	-0.7925	-1.191	0.0	0.0
TCGA-UF-A7JC-01	-0.4736	-0.2579	-1.0473	-0.3707	-0.5804	-0.4934	-0.5512	0.4167	0.0	0.0
TCGA-UF-A7JA-01	-0.6149	-0.7703	-0.8195	-0.9869	-0.5912	-0.504	-0.4911	-0.5095	0.0	0.0
TCGA-UF-A7J9-01	-1.0457	-0.9927	-1.0383	-0.909	-0.57	-0.4874	-0.7608	-1.0036	0.0	0.0
TCGA-UF-A71E-01	-1.027	-0.8947	-1.107	-0.7591	-0.6383	-0.5366	-0.7351	-0.0172	0.0	0.0
TCGA-UF-A71D-01	-0.6525	-0.8163	-1.0753	-0.9709	-0.6252	-0.5282	-0.6737	0.0536	0.0	0.0
TCGA-UF-A71B-01	-0.9563	-0.7164	-0.9394	-0.9169	-0.6025	-0.5019	-0.743	-1.0517	0.0	0.0
TCGA-UF-A71A-01	-1.2258	-1.5046	-1.2299	-1.1828	-0.6199	-0.5322	-0.9278	-1.5173	0.0	0.0
TCGA-UF-A719-01	-0.023	-0.4699	-0.0602	0.0549	-0.6363	-0.5263	0.2683	0.2873	0.0	0.0
TCGA-UF-A718-01	-0.2648	-0.4309	-0.717	-0.1033	-0.5038	-0.4907	-0.3463	-0.4008	0.0	0.0
TCGA-TN-A7HL-01	1.6362	0.6601	2.3967	-0.1139	0.1621	0.1971	2.0816	1.1136	0.0	0.0
TCGA-TN-A7HJ-01	-0.8008	-0.4214	-0.9653	-0.9389	-0.6267	-0.4986	-0.7817	-1.4196	0.0	0.0
TCGA-TN-A7HI-01	-0.8062	-0.9269	-0.1482	-0.9068	-0.2901	-0.3666	0.3472	-0.3153	0.0	0.0
TCGA-T2-A6X2-01	1.0634	-0.7029	1.0088	1.664	0.7547	0.6823	0.3565	2.782	0.0	0.0
TCGA-T2-A6X0-01	-0.5044	-0.4378	-1.1415	-0.1376	0.3684	-0.2379	-0.3022	-0.0091	0.0	0.0
TCGA-T2-A6WZ-01	-0.4822	-0.5027	-0.9966	-0.6175	-0.6142	-0.5072	0.0297	0.2615	0.0	0.0
TCGA-T2-A6WX-01	2.1273	1.7548	3.0861	1.832	1.3824	3.0793	2.8409	1.2597	0.0	0.0
TCGA-RS-A6TP-01	2.3044	0.7569	1.6184	0.2206	-0.3487	0.0386	0.6345	1.9239	0.0	0.0
TCGA-RS-A6TO-01	0.7963	-0.1983	0.3587	0.1764	0.0072	-0.2438	0.7046	-0.1604	0.0	0.0
TCGA-QK-A6VC-01	0.4457	0.8912	3.5124	0.2401	-0.2096	0.084	0.6561	0.1538	0.0	0.0
TCGA-QK-A6VB-01	-1.0323	-1.5087	-1.2102	-0.9816	-0.6174	-0.5321	-0.8515	-1.1067	0.0	0.0
TCGA-QK-A6V9-01	0.1099	-0.3376	0.8511	0.0247	0.7693	0.5192	0.2816	0.6402	0.0	0.0
TCGA-P3-A6T8-01	-1.0395	-0.0073	-0.9096	-0.7671	-0.6333	-0.523	-0.7587	-0.9513	0.0	0.0
TCGA-P3-A6T7-01	0.4654	0.5074	-0.601	0.4373	-0.0728	-0.1368	-0.084	0.2914	0.0	0.0
TCGA-P3-A6T6-01	-0.4995	-0.2653	-0.751	-1.0777	-0.6052	-0.5117	-0.1541	0.2785	0.0	0.0
TCGA-P3-A6T5-01	-0.6388	-0.2054	-0.8088	-0.6788	-0.6162	-0.5058	-0.5075	-0.6389	0.0	0.0
TCGA-P3-A6T4-01	-0.5805	-0.9132	-0.9089	-0.125	-0.5849	-0.5097	-0.4387	-0.0662	0.0	0.0
TCGA-P3-A6T3-01	-0.6583	-0.6842	-0.9981	-0.8109	-0.5398	-0.5017	-0.7574	-1.3273	0.0	0.0
TCGA-P3-A6T2-01	-0.3979	-0.3408	-0.6549	-0.8867	-0.5672	-0.3383	0.2924	-0.5455	0.0	0.0
TCGA-P3-A6T0-01	-1.0611	-0.958	-1.1761	-1.1312	-0.6338	-0.5368	-0.87	-1.3042	0.0	0.0
TCGA-P3-A6SX-01	-0.9395	-1.1106	-1.2537	-0.8947	-0.6247	-0.5352	-0.8233	-1.1668	0.0	0.0
TCGA-P3-A6SW-01	1.1926	0.2529	-0.6226	-0.6613	-0.3879	-0.4568	0.3611	-0.6542	0.0	0.0
TCGA-MZ-A7D7-01	-1.186	-0.536	-1.2541	-1.0859	-0.5822	-0.4427	-0.9285	-1.598	0.0	0.0
TCGA-MZ-A5BI-01	0.1451	0.1785	1.0587	-0.3964	-0.3355	0.4014	0.6541	-0.8781	0.0	0.0
TCGA-MT-A7BN-01	-0.8788	-0.1746	-0.829	-1.0143	-0.3721	-0.4865	0.0236	-0.7097	0.0	0.0
TCGA-KU-A6H8-01	-0.8496	-0.72	-0.8503	-0.9098	-0.5304	-0.4542	-0.5395	-0.6937	0.0	0.0
TCGA-IQ-A6SH-01	1.532	1.2505	-0.3669	1.143	-0.4375	0.0416	1.2437	0.3975	0.0	0.0
TCGA-IQ-A6SG-01	-1.2273	-1.4824	-1.2221	-0.9651	-0.6285	-0.5333	-0.9817	-1.5402	0.0	0.0
TCGA-H7-A76A-01	-0.0484	-0.0603	0.4209	-0.5897	0.3324	-0.2351	0.2955	0.4109	0.0	0.0
TCGA-D6-A74Q-01	-0.7372	-0.2566	-0.5306	-0.7363	-0.6021	-0.5111	-0.3075	0.259	0.0	0.0
TCGA-CV-A6JO-01	2.2066	1.4386	-0.1658	1.3994	0.4927	2.6045	1.31	1.5971	0.0	0.0
TCGA-CN-A6V7-01	-1.0709	-1.2584	-0.3859	-0.793	-0.5479	-0.4936	-0.6228	0.1305	0.0	0.0
TCGA-CN-A6V6-01	0.9061	0.9712	1.2444	0.808	0.5909	0.5513	1.5017	2.4838	0.0	0.0
TCGA-CN-A6V3-01	1.5155	1.0458	0.7169	0.5242	-0.143	0.8027	1.0317	1.0351	0.0	0.0
TCGA-CN-A6V1-01	1.2025	1.7156	2.2029	-0.2698	0.3322	-0.0632	4.1772	1.4776	0.0	0.0
TCGA-CN-A6UY-01	0.418	-0.2179	1.7086	-0.6718	-0.5501	-0.2418	2.1357	-0.7532	0.0	0.0
TCGA-BB-A6UO-01	-0.2488	0.9884	-0.9398	-0.361	-0.5697	-0.4154	-0.1882	0.185	0.0	0.0
TCGA-BB-A6UM-01	1.4156	1.5566	2.7216	0.5175	-0.4386	1.2186	1.8505	1.0742	0.0	0.0
TCGA-QK-A6IJ-01	0.6836	-0.0403	0.1147	-0.5975	-0.5029	-0.2701	2.5642	-0.0354	0.0	0.0
TCGA-QK-A6II-01	-0.1753	1.0085	1.3565	-0.1441	-0.5884	-0.4055	0.5084	-0.2617	0.0	0.0
TCGA-QK-A6IH-01	-0.6204	-0.4897	-0.9768	-1.1353	-0.6205	-0.5091	-0.794	-1.4044	0.0	0.0
TCGA-QK-A6IG-01	1.0532	-0.4717	0.9395	-0.1522	-0.462	0.0274	1.0454	0.3194	0.0	0.0
TCGA-QK-A6IF-01	-0.8695	-0.6853	0.9513	-0.5072	-0.1113	-0.4017	-0.5267	-0.7036	0.0	0.0
TCGA-MZ-A6I9-01	-0.991	-1.0759	-0.7295	-1.0658	-0.6162	-0.5253	-0.7818	-1.2945	0.0	0.0
TCGA-KU-A6H7-01	2.3666	0.4653	2.152	0.1451	1.3007	1.552	1.8798	0.0583	0.0	0.0
TCGA-HD-A6I0-01	1.0578	0.8554	-0.4	-0.4572	-0.4512	-0.2468	3.8694	-0.3969	0.0	0.0
TCGA-HD-A6HZ-01	-0.1475	0.6687	0.3514	-0.3332	0.2409	-0.322	-0.0532	1.5495	0.0	0.0
TCGA-D6-A6ES-01	-1.1067	-0.9025	-0.996	-1.272	-0.6361	-0.535	-0.6486	-1.5381	0.0	0.0
TCGA-D6-A6EQ-01	-0.636	0.6848	-0.0247	-0.8698	-0.2288	-0.3718	-0.0509	-0.0984	0.0	0.0
TCGA-D6-A6EP-01	-1.1508	-1.5966	-1.2714	-1.259	-0.6256	-0.519	-0.7642	-1.5455	0.0	0.0
TCGA-D6-A6EO-01	-0.1356	-1.2406	-1.0331	0.0989	-0.6145	-0.5204	-0.4377	1.3628	0.0	0.0
TCGA-D6-A6EN-01	2.1009	1.391	3.9455	0.651	0.0128	0.4218	4.1971	-0.2076	0.0	0.0
TCGA-D6-A6EM-01	3.2008	2.6594	1.9373	0.3237	-0.2209	1.5337	7.0434	-0.6037	0.0	0.0
TCGA-D6-A6EK-01	0.9685	1.7242	0.5294	0.1308	-0.4574	-0.1245	1.7066	-0.0426	0.0	0.0
TCGA-CV-A6K2-01	-0.3562	1.1772	-0.3059	0.0927	-0.4322	-0.3475	-0.5018	-0.6175	0.0	0.0
TCGA-CV-A6K1-01	0.3901	0.9471	-0.4953	-0.7229	-0.6235	-0.4893	0.9458	-0.1598	0.0	0.0
TCGA-CV-A6K0-01	-0.3041	-0.0168	-0.4527	0.0721	0.4759	0.1367	-0.3171	0.3739	0.0	0.0
TCGA-CV-A6JZ-01	1.8339	0.3748	0.0926	1.0481	2.2061	0.2347	1.5024	0.9913	0.0	0.0
TCGA-CV-A6JY-01	-0.8429	-1.2094	-1.2558	-1.0799	-0.6323	-0.5337	-0.9178	-0.6126	0.0	0.0
TCGA-CV-A6JU-01	-0.2006	-0.3888	-1.118	-0.9441	-0.6197	-0.5238	0.5125	-0.8618	0.0	0.0
TCGA-CV-A6JT-01	-0.4919	2.2027	-0.2095	-0.389	-0.4872	-0.3843	-0.0349	-0.062	0.0	0.0
TCGA-CV-A6JN-01	0.772	0.7876	0.2271	-0.0446	-0.52	-0.224	1.7612	0.0307	0.0	0.0
TCGA-CV-A6JM-01	-1.1862	-1.4661	-1.1446	-1.0805	-0.6042	-0.5234	-0.679	-1.2126	0.0	0.0
TCGA-CV-A6JE-01	0.478	0.5593	-0.3668	-0.8882	-0.2911	-0.2133	1.5621	0.691	0.0	0.0
TCGA-CV-A6JD-01	1.3505	2.1514	0.3548	0.6032	0.9452	3.9151	1.5834	0.5543	0.0	0.0
TCGA-BA-A6DE-01	0.3459	-0.7548	-0.6593	1.0978	-0.5207	-0.3801	-0.0576	-0.111	0.0	0.0
TCGA-BA-A6DD-01	0.7429	1.0096	-0.0937	0.4001	0.4627	0.2827	0.976	0.2984	0.0	0.0
TCGA-BA-A6DA-01	-0.5942	-0.0866	-1.0218	-0.8682	-0.3749	-0.254	-0.3521	-0.1497	0.0	0.0
TCGA-BA-A6D8-01	-1.1975	-1.4366	-1.2589	-1.3038	-0.6332	-0.5357	-0.7101	-1.4073	0.0	0.0
TCGA-QK-A652-01	0.0087	1.3851	-0.2303	0.544	-0.1145	-0.1782	-0.1897	1.2593	0.0	0.0
TCGA-QK-A64Z-01	0.5937	0.981	-0.281	0.3936	-0.3343	-0.2888	0.0672	1.3613	0.0	0.0
TCGA-MT-A67G-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-MT-A67F-01	0.6325	2.8299	1.5639	1.0995	0.2216	1.8895	0.7542	1.1534	0.0	0.0
TCGA-MT-A67D-01	-0.5805	-0.0925	-0.8956	-0.683	-0.5406	-0.4555	-0.3359	-0.9228	0.0	0.0
TCGA-MT-A67A-01	-0.4447	-0.359	-0.3275	-0.7492	-0.3518	-0.3011	-0.2719	0.1033	0.0	0.0
TCGA-KU-A66T-01	-1.2005	-1.0099	-1.0725	-1.0032	-0.6396	-0.5207	-0.9845	-1.3219	0.0	0.0
TCGA-KU-A66S-01	-0.7385	-0.4633	-0.7714	-0.9517	-0.5259	-0.479	-0.3936	-0.34	0.0	0.0
TCGA-IQ-A61O-01	-1.1409	-0.4799	-0.8412	-1.016	-0.5716	-0.5115	-0.863	-0.6549	0.0	0.0
TCGA-IQ-A61L-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-IQ-A61K-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-IQ-A61J-01	-0.2472	0.8532	-0.0441	0.1795	-0.1787	-0.3943	-0.379	0.7672	0.0	0.0
TCGA-IQ-A61I-01	-0.5063	1.402	0.1577	0.0314	-0.493	-0.1995	0.2704	-0.6798	0.0	0.0
TCGA-IQ-A61H-01	-0.8932	-0.925	-0.9827	-0.6381	-0.3075	-0.4454	-0.7585	-0.5358	0.0	0.0
TCGA-IQ-A61G-01	-0.5565	0.2699	-0.6578	-0.6028	-0.6265	-0.443	-0.2307	-1.0212	0.0	0.0
TCGA-IQ-A61E-01	1.3125	1.111	-0.7572	0.4238	-0.1106	0.2095	0.4134	0.0981	0.0	0.0
TCGA-H7-A6C5-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-H7-A6C4-01	0.1593	1.0065	-0.899	0.101	-0.2126	-0.2769	-0.2514	0.1924	0.0	0.0
TCGA-F7-A624-01	1.0657	2.4165	1.1767	-0.0394	2.1282	0.4734	2.6644	0.0291	0.0	0.0
TCGA-CQ-7072-01	-1.0663	-0.8995	-0.989	-1.1627	-0.6312	-0.5354	-0.559	-1.2824	0.0	0.0
TCGA-CQ-7071-01	-0.1285	1.6558	-0.3968	0.2798	0.298	-0.063	-0.114	0.3877	0.0	0.0
TCGA-CN-A642-01	0.135	-0.4031	0.7982	1.3255	0.3339	0.1255	0.6439	0.1751	0.0	0.0
TCGA-CN-A641-01	-0.8617	-1.3723	-1.2012	-1.194	-0.6132	-0.5313	-0.7256	-1.1236	0.0	0.0
TCGA-CN-A640-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-CN-A63Y-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-CN-A63W-01	0.0564	-0.1387	-0.4407	-0.4057	-0.4692	-0.3237	0.2171	0.1932	0.0	0.0
TCGA-CN-A63U-01	-0.4319	-0.2131	-1.0339	-1.0183	-0.6174	-0.5293	-0.1232	-1.2035	0.0	0.0
TCGA-BA-A6DL-01	-0.8258	-0.3537	-0.7406	-0.3535	-0.6127	-0.5196	-0.2655	-0.4252	0.0	0.0
TCGA-BA-A6DJ-01	0.6422	1.5487	1.0459	0.2575	0.0735	1.3379	0.53	0.974	0.0	0.0
TCGA-BA-A6DI-01	-0.5793	-0.312	-0.3053	-0.5852	0.1541	-0.3038	-0.5264	-0.6149	0.0	0.0
TCGA-BA-A6DG-01	-0.9904	-0.3933	-0.7413	-1.1319	-0.5907	-0.5149	-0.7241	-0.9383	0.0	0.0
TCGA-BA-A6DF-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-BA-A6DB-01	-0.1964	1.3803	-0.1538	-0.0537	0.2369	-0.0192	0.274	-0.0102	0.0	0.0
TCGA-P3-A5QF-01	-0.2972	-0.0871	-0.2311	-0.6876	-0.4394	-0.4048	-0.0751	0.2523	0.0	0.0
TCGA-P3-A5QE-01	-0.0021	0.3974	0.4543	0.0253	-0.1885	0.0461	0.0971	0.8165	0.0	0.0
TCGA-P3-A5QA-01	-0.6457	-0.1205	-0.8759	-0.3872	-0.5693	-0.4579	-0.577	-1.0069	0.0	0.0
TCGA-P3-A5Q6-01	-0.6728	1.2043	-1.0951	-1.1657	-0.5427	-0.5229	-0.3596	0.3524	0.0	0.0
TCGA-P3-A5Q5-01	-0.8123	0.1195	-0.4535	-0.8176	0.5576	-0.2627	-0.1226	-0.732	0.0	0.0
TCGA-HD-A634-01	-1.2665	-1.4456	-1.1713	-1.2748	-0.64	-0.5363	-0.7756	-1.629	0.0	0.0
TCGA-HD-A633-01	-0.799	-0.2762	-1.0099	-1.2768	-0.6289	-0.5345	-0.2927	-1.421	0.0	0.0
TCGA-F7-A623-01	-0.7024	-0.3195	-0.9906	0.3955	-0.5398	-0.3616	-0.8125	0.7529	0.0	0.0
TCGA-F7-A622-01	-0.4255	0.2142	-1.0243	-0.5465	-0.5889	-0.2293	-0.3213	-0.8087	0.0	0.0
TCGA-F7-A620-01	2.9674	2.687	2.4983	1.4702	1.9208	5.2698	1.7204	1.35	0.0	0.0
TCGA-F7-A61W-01	-0.6734	0.0148	-1.2518	-0.66	-0.6173	-0.5083	-0.5023	-0.2492	0.0	0.0
TCGA-F7-A61V-01	-0.6415	-0.3442	-0.9219	-0.8823	-0.5581	-0.458	-0.4105	-0.1655	0.0	0.0
TCGA-F7-A61S-01	1.5032	1.4239	0.2815	0.5135	-0.4043	0.8477	2.2045	0.5833	0.0	0.0
TCGA-F7-A50J-01	-0.2079	0.2095	-0.0831	-0.5891	-0.1799	-0.1965	-0.219	-0.1522	0.0	0.0
TCGA-F7-A50I-01	-0.1552	0.5597	-0.7428	-0.2917	0.1896	0.1606	-0.5482	-0.0694	0.0	0.0
TCGA-CN-A63V-01	-1.145	-1.334	-1.102	-1.2065	-0.6278	-0.5323	-0.9229	-1.3686	0.0	0.0
TCGA-CN-A63T-01	-0.0658	0.7027	-0.1278	-0.2797	0.0963	-0.4059	0.1648	0.0414	0.0	0.0
TCGA-BB-A5HZ-01	-0.9289	-0.7921	-1.271	-0.7656	-0.6301	-0.5237	-0.8968	0.1308	0.0	0.0
TCGA-BB-A5HY-01	-0.4908	-0.5729	-1.1394	-0.95	-0.6261	-0.4896	-0.4652	-1.1503	0.0	0.0
TCGA-BB-A5HU-01	-1.0409	-0.8616	-1.2527	-0.9758	-0.4836	-0.4988	-0.8347	-0.9783	0.0	0.0
TCGA-MT-A51X-01	-0.38	0.1727	-0.8416	-0.5756	-0.5022	-0.4833	-0.2095	0.5059	0.0	0.0
TCGA-MT-A51W-01	0.7054	0.4208	0.0036	0.8675	-0.3927	-0.0208	0.4867	0.9423	0.0	0.0
TCGA-F7-A50G-01	0.7557	1.0219	-0.1926	0.6586	0.3242	0.3073	0.1908	1.5751	0.0	0.0
TCGA-CV-A468-01	0.2203	0.8366	0.8697	0.4298	0.0161	0.2459	0.3408	1.1696	0.0	0.0
TCGA-CV-A465-01	-0.6873	-0.4907	-1.1033	-0.6651	-0.5845	-0.5098	-0.5964	0.0338	0.0	0.0
TCGA-CV-A464-01	0.3403	1.005	-0.2969	0.7072	-0.207	-0.0124	0.3018	0.8441	0.0	0.0
TCGA-CV-A463-01	-0.0015	0.1483	-0.7697	-0.0985	-0.517	-0.4204	-0.4427	0.0332	0.0	0.0
TCGA-CV-A461-01	0.9979	0.9309	0.7437	1.7724	0.341	0.1895	1.5031	2.5282	0.0	0.0
TCGA-CQ-A4CI-01	-1.1031	-1.1943	-1.0736	-1.2153	-0.6333	-0.534	-0.9122	-0.7816	0.0	0.0
TCGA-CQ-A4CH-01	-0.9917	-1.0798	-1.1758	-0.7696	-0.6341	-0.5321	-0.765	-0.9295	0.0	0.0
TCGA-CQ-A4CG-01	-0.6376	-0.6719	-0.3712	0.3104	-0.5253	-0.2685	-0.5478	-0.6095	0.0	0.0
TCGA-CQ-A4CE-01	-0.0731	-0.6066	-0.21	-0.2015	-0.1555	-0.2356	-0.7006	1.1424	0.0	0.0
TCGA-BA-A4II-01	-0.7337	-0.9601	-0.9185	-0.8003	-0.4817	-0.4579	-0.7553	-0.1855	0.0	0.0
TCGA-BA-A4IH-01	-0.4334	0.4623	-0.267	-0.1014	-0.4122	-0.0861	-0.085	-0.8985	0.0	0.0
TCGA-BA-A4IG-01	-0.7382	-1.373	-0.6359	-0.5462	-0.4316	-0.4457	-0.6551	-0.3608	0.0	0.0
TCGA-BA-A4IF-01	-0.5116	-0.8971	-0.9925	-0.0401	-0.6318	-0.5285	0.186	0.5768	0.0	0.0
TCGA-D6-A4ZB-01	-0.5984	-0.4595	-0.8648	-0.7624	-0.6052	-0.5002	-0.5455	-0.6201	0.0	0.0
TCGA-D6-A4Z9-01	0.8361	0.3127	0.542	-0.0407	-0.4297	-0.2595	-0.0275	1.2484	0.0	0.0
TCGA-CX-A4AQ-01	-0.307	-0.1444	0.553	-0.999	-0.4999	-0.3989	0.5869	-1.0436	0.0	0.0
TCGA-CV-A460-01	-0.4476	-0.7966	0.0119	-0.4639	-0.2094	-0.2994	-0.5766	-0.9817	0.0	0.0
TCGA-CV-A45Z-01	-0.1745	-0.068	-0.0071	-0.1354	-0.3315	-0.3285	-0.0753	-0.413	0.0	0.0
TCGA-CV-A45Y-01	-0.1524	0.1562	-0.298	-0.1458	0.1153	-0.2459	-0.3339	1.4988	0.0	0.0
TCGA-CV-A45X-01	-0.9507	-0.9425	-1.2212	-0.9645	-0.5965	-0.5054	-0.8537	-1.0729	0.0	0.0
TCGA-CV-A45W-01	-0.3626	-0.4499	-0.601	-0.6838	-0.3401	-0.3692	-0.2736	-0.6466	0.0	0.0
TCGA-CV-A45V-01	0.1432	0.47	-0.298	-0.1232	-0.4412	-0.4342	-0.0791	0.571	0.0	0.0
TCGA-CQ-A4CD-01	1.621	0.3981	-0.2457	0.4563	-0.1686	1.1732	2.5715	0.1046	0.0	0.0
TCGA-CQ-A4CB-01	-0.1827	0.0868	-0.5731	0.2775	-0.5279	-0.4532	0.0821	0.2469	0.0	0.0
TCGA-CQ-A4CA-01	3.1936	1.9005	1.3603	1.1429	0.7435	2.0303	1.6538	2.5724	0.0	0.0
TCGA-CQ-A4C9-01	-0.662	-0.8546	-0.9419	-0.9467	-0.6275	-0.526	-0.5437	-0.6658	0.0	0.0
TCGA-CQ-A4C7-01	0.8361	-0.0875	-0.2127	0.651	0.0351	-0.0507	0.0825	-0.0147	0.0	0.0
TCGA-CQ-A4C6-01	0.9997	0.6438	0.9318	1.0026	0.4528	0.7092	0.7782	1.2971	0.0	0.0
TCGA-HD-A4C1-01	-0.1826	-0.3454	-0.6409	0.0528	-0.2396	-0.3861	-0.4533	1.6067	0.0	0.0
TCGA-CV-A45U-01	-0.299	-0.4475	-0.7411	-0.4314	-0.4868	-0.4578	-0.1371	-0.1971	0.0	0.0
TCGA-CV-A45T-01	1.3956	1.0542	0.538	1.0288	0.7121	1.0842	0.9006	1.1128	0.0	0.0
TCGA-CV-A45R-01	0.3282	0.0116	-0.2884	0.1895	0.1395	0.186	-0.1475	0.7724	0.0	0.0
TCGA-CV-A45Q-01	-0.2919	-0.6484	-0.5872	-0.819	-0.5315	-0.4633	-0.0871	-0.2169	0.0	0.0
TCGA-CV-A45P-01	-0.2534	-0.2807	-0.7995	-0.0664	-0.4761	-0.3987	-0.5719	0.521	0.0	0.0
TCGA-CV-A45O-01	-0.0994	0.579	-0.9692	1.3342	-0.4228	-0.4521	-0.6573	1.8752	0.0	0.0
TCGA-CN-A49C-01	-0.89	-1.0305	-0.5935	-0.7407	-0.5891	-0.4197	-0.5638	-0.7317	0.0	0.0
TCGA-CN-A49B-01	1.3036	1.6563	1.1349	0.0145	-0.3507	-0.2289	1.2844	0.5178	0.0	0.0
TCGA-CN-A49A-01	-1.008	-1.2604	-1.0339	-1.0768	-0.6055	-0.5193	-0.668	-0.7651	0.0	0.0
TCGA-CN-A499-01	1.9944	0.0328	0.9387	1.5802	3.6079	5.1786	1.3287	1.4288	0.0	0.0
TCGA-CN-A498-01	0.0304	0.1041	-0.4237	-0.2292	0.4316	-0.1082	-0.1843	-0.1688	0.0	0.0
TCGA-CN-A497-01	-0.8249	-1.1281	-0.8629	-0.9758	-0.5071	-0.5228	-0.6341	-0.9519	0.0	0.0
TCGA-C9-A480-01	-0.1651	-0.2465	0.1379	1.3114	-0.2414	-0.2304	-0.2848	0.8683	0.0	0.0
TCGA-C9-A47Z-01	-0.198	0.2702	-0.6798	-0.195	-0.1443	0.4636	-0.3886	-0.0212	0.0	0.0
TCGA-HD-8635-01	-0.5086	-0.7754	-0.3322	-0.3323	-0.542	-0.469	-0.7306	-0.2479	0.0	0.0
TCGA-HD-8634-01	0.1965	-0.1758	-0.5311	0.2419	-0.4014	0.2352	-0.0922	0.9337	0.0	0.0
TCGA-HD-8314-01	-1.1171	-1.1195	-0.933	-0.4187	-0.2616	-0.4798	-0.835	-0.375	0.0	0.0
TCGA-HD-8224-01	-0.9445	-1.0083	-0.5416	-1.0217	-0.6037	-0.5273	-0.8756	-1.3103	0.0	0.0
TCGA-H7-8502-01	0.0673	-0.4847	-0.5418	-0.4503	-0.4903	-0.4048	-0.0154	-0.2381	0.0	0.0
TCGA-H7-8501-01	4.2775	4.2129	3.0407	0.9387	4.6675	9.1003	2.2543	0.3329	0.0	0.0
TCGA-F7-8489-01	1.7402	0.5014	0.1529	1.6571	0.7511	0.118	0.9214	0.8071	0.0	0.0
